"variety","points","price","n","apple","balanced","berry","blackberry","bright","cherry","chocolate","crisp","dark","delicious","dry","earthy","elegant","floral","fresh","fruity","herb","juicy","leather","licorice","light","lively","mineral","oak","pepper","plum","raspberry","refreshing","rich","ripe","savory","smooth","soft","solid","spice","sweet","tannic","tart","tobacco","vanilla"
"Port",89.7335329341317,64.6793587174349,668,0.0974184120798831,4.04286410131515,3.31222601071603,2.87384315635655,1.07160253287871,1.4125669751583,1.94836824159766,0.730638090599123,3.7506088650755,2.48416950803702,8.37798343886995,0,0.535801266439357,0.584510472479299,4.23770092547491,6.13735996103263,0.146127618119825,1.94836824159766,0.0974184120798831,0.146127618119825,2.87384315635655,0.389673648319532,0.292255236239649,0.340964442279591,0.292255236239649,2.48416950803702,0.146127618119825,0.0974184120798831,10.6186069167073,11.9824646858256,0,2.92255236239649,4.38382854359474,1.65611300535801,4.14028251339503,9.88796882610813,2.53287871407696,0.0974184120798831,0.0974184120798831,0.828056502679006
"Portuguese Red",88.8106244931062,24.8192167577413,2466,0.0365096750638919,3.0059632469271,5.18437385907265,2.701715954728,1.70378483631496,0.486795667518559,1.10746014360472,1.16830960204454,5.96324692710235,1.14396981866861,4.17427284897164,0.608494584398199,0.876232201533406,0.109529025191676,3.26153097237435,5.86588779359864,0.146038700255568,7.49665327978581,0.219058050383352,0.584154801022271,2.21492028720944,0.425946209078739,1.71595472800292,0.693683826213947,0.608494584398199,3.11549227211878,0.0973591335037118,0.133868808567604,10.4539369599611,13.5329195570159,0,3.35889010587806,5.99975660216624,3.21285140562249,4.25946209078739,1.39953754411586,2.49482779603262,0.012169891687964,0.0608494584398199,0.365096750638919
"Portuguese White",86.9309749784297,15.3448275862069,1159,5.65843621399177,2.5462962962963,0.051440329218107,0,6.73868312757202,0,0,12.011316872428,0.0257201646090535,2.26337448559671,1.90329218106996,0.0771604938271605,0.180041152263374,0.823045267489712,8.12757201646091,9.15637860082304,0.0771604938271605,0.823045267489712,0,0,6.84156378600823,2.72633744855967,3.13786008230453,0.437242798353909,0.411522633744856,1.08024691358025,0.0257201646090535,2.23765432098765,7.12448559670782,11.2139917695473,0,3.67798353909465,5.47839506172839,0,3.13786008230453,1.05452674897119,0.0257201646090535,0.051440329218107,0,0.874485596707819
"Rhone Red",89.1536369816451,34.9252669039146,1471,0.13080444735121,1.63505559189012,2.55068672334859,3.83693045563549,2.37628079354698,10.050141704818,3.8805319380859,1.11183780248528,4.55635491606715,0.872029649008066,2.39808153477218,1.48245040331371,1.15543928493569,0.78482668410726,2.26727708742097,1.17724002616089,1.43884892086331,1.56965336821452,2.83409635927622,2.72509265315021,1.78766078046654,0.610420754305646,0.588620013080445,3.29191192500545,4.90516677567037,5.47198604752562,4.0113363854371,0.109003706126008,3.85873119686069,4.38194898626553,1.98386745149335,0.91563113145847,3.44451711358186,1.06823632003488,5.03597122302158,2.6160889470242,2.18007412252017,1.39524743841291,0.91563113145847,2.594288205799
"Rhone White",88.4729411764706,32.4521531100478,425,9.69529085872576,2.35457063711911,0.138504155124654,0,1.8005540166205,0.138504155124654,0.277008310249307,7.20221606648199,0,1.52354570637119,3.18559556786704,0.138504155124654,1.10803324099723,3.18559556786704,7.4792243767313,3.18559556786704,0.831024930747922,0.415512465373961,0,0.138504155124654,6.50969529085873,0.692520775623269,0.692520775623269,5.54016620498615,1.24653739612188,0.415512465373961,0,4.15512465373961,6.64819944598338,8.86426592797784,0.554016620498615,0.692520775623269,3.8781163434903,0.969529085872576,4.15512465373961,4.29362880886427,0.415512465373961,1.66204986149584,0.415512465373961,5.4016620498615
"Riesling",89.4444016929588,31.9632530120482,5198,9.10066537883666,2.91908134792874,0.221792945553409,0,3.21242040495099,0.550905058310081,0.0143092222937683,4.43585891106818,0.271875223581598,1.60263289690205,12.1986120054375,1.64556056378336,1.75287973098662,2.69013379122845,8.0417829290978,3.97080918652071,0.965872504829362,3.93503613078629,0,0.042927666881305,2.91192673678186,1.09465550547328,5.17993847034414,0.150246834084568,0.25756600128783,0.829934893038563,0.0643915003219575,3.06932818201331,3.27681190527295,7.53380553766903,2.53988695714388,0.457895113400587,1.53108678543321,0.200329112112757,2.89761751448809,6.53931458825213,0,3.44136796165128,0.00715461114688417,0.443585891106818
"Sangiovese",88.5507942371629,45.2793437105595,2707,0.115330752121262,0.79907735398303,6.96103468160474,1.64758217316089,3.20454732679792,15.3389900321279,1.44987231238158,0.510750473679875,2.72674849658127,0.782601532251421,1.15330752121262,1.20273498640745,1.02973885822555,0.29656479116896,2.4137078836807,0.321278523766373,3.58349122662493,2.7844138726419,4.73679874783755,3.92124557212291,1.39220693632095,0.436609275887635,0.453085097619244,3.63291869181975,3.3445918115166,4.38256858060796,3.63291869181975,0.0906170195238487,1.05445259082297,5.37111788450449,1.32630364939451,1.47458604497899,1.31806573852871,0.444847186753439,6.34319136666941,1.59815470796606,0.675508690995963,1.19449707554164,3.81415273086745,3.03978910948184
"Sangiovese Grosso",90.5299600532623,65.634974533107,751,0.211800302571861,1.11951588502269,5.35552193645991,3.84266263237519,8.16944024205749,11.6490166414523,2.54160363086233,1.78517397881997,6.44478063540091,0.121028744326778,0.363086232980333,0.393343419062027,2.26928895612708,0.332829046898638,3.14674735249622,0.48411497730711,0.363086232980333,0.121028744326778,6.14220877458396,1.75491679273828,0.423600605143722,0.75642965204236,1.36157337367625,1.66414523449319,1.14977307110439,1.18003025718608,1.33131618759455,0.181543116490166,2.63237518910741,3.72163388804841,1.66414523449319,2.48108925869894,2.93494704992436,0.48411497730711,11.0741301059002,2.1482602118003,0.423600605143722,0.151285930408472,5.50680786686838,2.11800302571861
"Sauvignon Blanc",87.4296355949265,20.2285176667364,4967,7.2462414791297,2.74535437482491,0.0933794005042488,0,3.8285554206742,0.0466897002521244,0.00933794005042488,10.5145204967784,0.0933794005042488,1.26062190680736,4.71565972546456,0.40153142216827,1.03651134559716,1.26995984685778,8.02129050331497,3.14688579699318,1.86758801008498,1.93295359043795,0,0.0466897002521244,4.95844616677561,2.49322999346344,2.77336819497619,3.57643103931273,3.01615463628724,0.681669623681016,0,3.58576897936315,4.38883182369969,8.20804930432347,1.15790456625268,1.23260808665608,3.28695489774956,0.72835932393314,1.7275189093286,3.36165841815296,0.00933794005042488,3.19357549724531,0.102717340554674,3.24026519749743
"Sparkling Blend",88.0450534138411,29.6112481499753,2153,15.4051507537688,1.47613065326633,1.30339195979899,0,3.26633165829146,2.01005025125628,0.204145728643216,6.0929648241206,0.282663316582915,1.75879396984925,8.68404522613065,0.628140703517588,2.85804020100502,1.35050251256281,8.27575376884422,2.8894472361809,0.659547738693467,0.879396984924623,0.0157035175879397,0.0471105527638191,4.20854271356784,2.87374371859296,1.11494974874372,0.455402010050251,0.847989949748744,0.973618090452261,2.43404522613065,2.15138190954774,3.65891959798995,4.38128140703518,0.706658291457286,1.88442211055276,3.26633165829146,0.942211055276382,1.91582914572864,4.41268844221106,0.0314070351758794,1.9786432160804,0,3.67462311557789
"Syrah",89.2482924869425,39.5405460472698,4978,0.0358016588101915,1.49173578375798,3.44292618891342,6.70087714064085,1.50366967002804,6.13998448594785,3.82481054955546,0.799570380094278,4.85112476878095,0.96067784474014,2.76866161465481,1.53947132883824,1.05614893490065,0.716033176203831,1.61107464645862,1.10388447998091,1.83781848558983,1.15162002506116,1.89748791694015,2.48821528730831,1.65284324840384,0.453487678262426,0.787636493824214,4.30216600035802,7.54221612268035,4.30813294349305,2.49418223044334,0.15514052151083,4.12912464944209,3.97995107106629,2.76269467151978,1.4201324661376,3.1207112596217,0.656363744853512,4.51100901008413,2.64335580881914,2.40467808341787,2.04069455218092,1.34256220538218,3.37132287129304
"Tempranillo",87.6959966638866,32.3170320404722,2398,0.0908760450745184,1.03598691384951,11.141403126136,4.61650308978553,0.708833151581243,5.89785532533624,2.94438386041439,1.09051254089422,2.70810614322065,0.227190112686296,2.80806979280262,4.03489640130862,0.599781897491821,0.527081061432206,3.00799709196656,0.699745547073791,1.04507451835696,1.52671755725191,2.2264631043257,1.33587786259542,1.70846964740095,0.845147219193021,0.163576881134133,6.47037440930571,1.08142493638677,10.1781170483461,3.79861868411487,0.0363504180298073,0.963286077789895,3.56234096692112,1.52671755725191,1.05416212286441,0.999636495819702,1.508542348237,4.58015267175572,1.52671755725191,3.67139222101054,0.963286077789895,2.77171937477281,4.31661214103962
"Viognier",87.7710843373494,26.0893401015228,996,7.04500978473581,3.27788649706458,0.0489236790606654,0,2.49510763209393,0.146771037181996,0.146771037181996,5.52837573385519,0.244618395303327,1.76125244618395,4.79452054794521,0.146771037181996,1.2720156555773,4.06066536203523,5.43052837573386,1.90802348336595,0.684931506849315,1.85909980430528,0,0,6.26223091976517,1.66340508806262,1.4187866927593,5.33268101761252,1.32093933463796,0.146771037181996,0.0978473581213307,1.66340508806262,7.19178082191781,8.9041095890411,0.782778864970646,1.4187866927593,3.13111545988258,0.587084148727984,4.25636007827789,5.67514677103718,0.146771037181996,2.10371819960861,0.0489236790606654,6.99608610567515
"Zinfandel",87.8286661753869,29.4922451994092,2714,0.0320375907731739,1.75138829560017,3.71636052968817,7.1123451516446,1.38829560017087,6.05510465612986,4.15420760358821,0.33105510465613,2.5736864587783,1.43101238786843,5.58521999145664,0.939769329346433,0.865014950875694,0.277659120034173,1.00384451089278,2.00768902178556,0.715506193934216,2.00768902178556,2.01836821870995,1.89021785561726,1.21742844938061,0.50192225544639,0.138829560017087,3.68432293891499,5.95899188381034,2.41349850491243,3.52413498504912,0.149508756941478,4.89107219137121,6.31140538231525,1.21742844938061,2.05040580948313,5.04058094831269,0.299017513882956,3.98334045279795,5.42503203759077,2.6911576249466,0.811618966253738,1.73002990175139,2.10380179410508
